Facility Name,Building Name,Year Built,Priority Level,GradeCategory,PhysicalAddress,Latitude,Longitude,County
Leota Middle School,,,Not assessed,Middle School,"19301 168 AV NE, Woodinville, Washington, 98072-8426",47.767642,-122.116831,King
Leschi Elementary School,,,Not assessed,Elementary School,"135 32 AV, SEATTLE, Washington, 98122-6325",47.602271,-122.291794,King
Lewis & Clark Elementary School,,,Not assessed,Elementary School,"415 Jadwin, Richland, Washington, 99352-0000",46.270611,-119.277726,Benton
Lewis & Clark High School,,,Not assessed,High School,"521 W 4Th Ave, Spokane, Washington, 99204-2692",47.651929,-117.420202,Spokane
Lewis & Clark Middle School,,,Not assessed,Middle School,"1114 W Pierce St, Yakima, Washington, 98902-5823",46.573821,-120.524128,Yakima
Lewis And Clark Elementary Sch,,,Not assessed,Elementary School,"1130 PRINCETON, WENATCHEE, Washington, 98801-0000",47.438337,-120.33063,Chelan
Lewis and Clark High School,,,Not assessed,High School,"2901 GENERAL ANDERSON AVE, VANCOUVER, Washington, 98661-6181",45.64258677,-122.6206304,Clark
Lewis County Alternative School,,,Not assessed,Other,"1265 SW Pacific Ave, Chehalis, Washington, 98532",46.64925537,-122.9572653,Lewis
Lewis County Jail,,,Not assessed,High School,"345 NW North Street , Chehalis, Washington, 98532",46.6606179,-122.9691773,Lewis
Lewis County Juvenile Detention,,,Not assessed,Other,"1255 SW Pacific St, CHEHALIS, Washington, 98532-0000",46.66180854,-122.969342,Lewis
Lewis River Academy,,,Not assessed,K-12,"800 Third Street, Woodland, Washington, 98674",45.90407813,-122.7499474,Cowlitz
Lexington Elementary,,,Not assessed,Elementary School,"200 Boardwalk Way, Kelso, Washington, 98626",46.18812395,-122.915138,Cowlitz
Liberty Creek Elementary School,,,Not assessed,Elementary School,"2309 E Country Vista Drive, Liberty Lake, Washington, 99019",47.66557515,-117.0841889,Spokane
Liberty High School,,,Not assessed,High School,"6404 E SPANGLE-WAVERLY RD, SPANGLE, Washington, 99031-9797",47.384,-117.31932,Spokane
Liberty Jr High & Elementary,,,Not assessed,Other,"29818 S NORTH PINE CREEK RD, SPANGLE, Washington, 99031-9797",47.382191,-117.32139,Spokane
Liberty Lake Elementary,,,Not assessed,Elementary School,"23606 E Boone Ave, Liberty Lake, Washington, 99019-9719",47.66664006,-117.0881401,Spokane
Liberty Middle School,,,Not assessed,Middle School,"7319 Eustis-Hunt Rd E, Spanaway, Washington, 98387",47.06895589,-122.3302553,Pierce
Liberty Ridge Elementary,,,Not assessed,Elementary School,"12202 209th AVE CT E, Sumner, Washington, 98390-0000",47.144587,-122.151314,Pierce
Liberty Sr High School,,,Not assessed,High School,"16655 SE 136TH ST, RENTON, Washington, 98059-6950",47.479996,-122.117534,King
Licton Springs K-8,,,Not assessed,Other,"1330 N 90th Street, SEATTLE, Washington, 98115",47.67786795,-122.3963081,King
Lidgerwood Elementary,,,Not assessed,Elementary School,"5510 N Lidgerwood, Spokane, Washington, 99208",47.708242,-117.404919,Spokane
Lincoln Academy,,,Not assessed,Middle School,"7600 272nd St NW, Stanwood, Washington, 98292",48.24256835,-122.336855,Snohomish
Lincoln County Tech,,,Not assessed,High School,"801 7th Street, Davenport, Washington, 99122",47.65115206,-118.1507172,Lincoln
Lincoln County Virtual Academy,,,Not assessed,K-12,"801 7th Street, Davenport, Washington, 99122",47.65115206,-118.1507172,Lincoln
Lincoln Elementary,,,Not assessed,Elementary School,"200 S. Sampson, Ellensburg, Washington, 98926-0000",46.99084223,-120.5398477,Kittitas
Lincoln Elementary School,,,Not assessed,Elementary School,"4901 WEST 21ST AVENUE, KENNEWICK, Washington, 99338-1818",46.1893,-119.186582,Benton
Lincoln Elementary School,,,Not assessed,Elementary School,"213 21ST AVE SE, OLYMPIA, Washington, 98501-2927",47.029902,-122.899121,Thurston
Lincoln Elementary School,,,Not assessed,Elementary School,"309 NORTH ALDER STREET, TOPPENISH, Washington, 98948-1623",46.381063,-120.305692,Yakima
Lincoln Elementary School,,,Not assessed,Elementary School,"4200 DANIELS ST, VANCOUVER, Washington, 98660-1799",45.652938,-122.675933,Clark
Lincoln Heights Elementary,,,Not assessed,Elementary School,"3322 E 22Nd Ave, Spokane, Washington, 99223-3900",47.634072,-117.362289,Spokane
Lincoln High School,,,Not assessed,High School,"924 W 9TH ST, PORT ANGELES, Washington, 98363-5748",48.11883666,-123.4571273,Clallam
Lincoln High School,,,Not assessed,High School,"421 S. 4TH AVE, WALLA WALLA, Washington, 99362-2907",46.05945,-118.337256,Walla Walla
Lincoln High School,,,Not assessed,High School,"701 S 37th St, Tacoma, Washington, 98418-0000",47.225215,-122.441293,Pierce
Lincoln High School,,,Not assessed,High School,"4400 Interlake Ave N, Seattle, Washington, 98103-7519",47.65991892,-122.3399777,King
Lincoln Hill High School,,,Not assessed,High School,"7400 272ND ST NW, STANWOOD, Washington, 98292-0000",48.24256835,-122.336855,Snohomish
Lincoln Middle School,,,Not assessed,Middle School,"1945 4th Ave, Clarkston, Washington, 99403-1319",46.39194,-117.080378,Asotin
Lincoln Middle School,,,Not assessed,Middle School,"315 SE Crestview, Pullman, Washington, 99163-2298",46.718402,-117.178179,Whitman
Lind Elementary School,,,Not assessed,Elementary School,"206 W 3RD ST, Lind, Washington, 99341-0340",46.973344,-118.61795,Adams
Lind Ritzville Middle School,,,Not assessed,Middle School,"507 North E Stree, Lind, Washington, 99341",46.97515417,-118.6175327,Adams
Lind-Ritzville High School,,,Not assessed,High School,"209 E Wellsandt Rd, Ritzville, Washington, 99169",47.126134,-118.368418,Adams
Lind-Ritzville Middle School,,,Not assessed,Middle School,"N 507 E St, Lind, Washington, 99341",46.97515417,-118.6175327,Adams
Linwood Elementary,,,Not assessed,Elementary School,"906 W Weile Ave, Spokane, Washington, 99208-6278",47.722713,-117.424109,Spokane
Little Cedars Elementary School,,,Not assessed,Elementary School,"7408 144th Pl SE, Snohomish, Washington, 98296",47.865159,-122.133752,Snohomish
Little Mountain Elementary,,,Not assessed,Elementary School,"1514 S LaVenture RD, Mount Vernon, Washington, 98274-6034",48.41148999,-122.3126025,Skagit
Littlerock Elementary School,,,Not assessed,Elementary School,"12710 Littlerock Rd SW, Olympia, Washington, 98512-0000",46.902737,-123.016145,Thurston
Lochburn Middle School,,,Not assessed,Middle School,"5431 Steilacoom Blvd SW, Lakewood, Washington, 98499-3122",47.179839,-122.512648,Pierce
Lockwood Elementary,,,Not assessed,Elementary School,"24118 Lockwood RD, Bothell, Washington, 98021-9419",47.778434,-122.255729,Snohomish
Logan Elementary,,,Not assessed,Elementary School,"1001 E Montgomery Ave, Spokane, Washington, 99207-2674",47.679034,-117.394476,Spokane
Longfellow Elementary,,,Not assessed,Elementary School,"301 NORTH 10TH AVENUE, PASCO, Washington, 99301-0000",46.23092,-119.102012,Franklin
Longfellow Elementary,,,Not assessed,Elementary School,"800 E Providence Ave, Spokane, Washington, 99207-2900",47.691515,-117.397016,Spokane
Longview Elementary,,,Not assessed,Elementary School,"9783 APPLE ROAD NE, MOSES LAKE, Washington, 98837-0000",47.151819,-119.282558,Grant
Longview School District Special Services,,,Not assessed,PK Only,"1600 3rd Avenue, Longview, Washington, 98632-3231",46.13917508,-122.919705,Cowlitz
Longview Virtual Academy,,,Not assessed,Other,"2742 Harding Street, Longview, Washington, 98632",46.139313,-122.957156,Cowlitz
Loon Lake Elementary School,,,Not assessed,Elementary School,"4001 Maple Street, Loon Lake, Washington, 99148-9761",48.064942,-117.630889,Stevens
Loon Lake Homelink Program,,,Not assessed,Other,"3999 Maple Street, Loon Lake, Washington, 99148-0000",48.064942,-117.630889,Stevens
Loowit High School,,,Not assessed,Other,"2001 Allen St, Kelso, Washington, 98626-0000",46.14541463,-122.8902641,Cowlitz
Louisa Boren STEM K-8,,,Not assessed,Other,"5950 Delridge Way SW, Seattle, Washington, 98106-1446",47.54861682,-122.3621263,King
Lowell Elementary - Everett,,,Not assessed,Elementary School,"5010 View Dr., Everett, Washington, 98203-2422",47.951341,-122.201817,Snohomish
Lowell Elementary School,,,Not assessed,Elementary School,"935 14th St, Bellingham, Washington, 98225-6305",48.724476,-122.499089,Whatcom
Lowell Elementary School,,,Not assessed,Elementary School,"1058 E MERCER ST, SEATTLE, Washington, 98102-5032",47.62483,-122.318371,King
Lowell Elementary School,,,Not assessed,Elementary School,"810 Mr. Dahl DR, Tacoma, Washington, 98403-0000",47.267642,-122.465956,Pierce
Loyal Heights Elementary School,,,Not assessed,Elementary School,"520 NE RAVENNA BLVD, SEATTLE, Washington, 98115-6460",47.686524,-122.389267,King
Lucille Umbarger Elementary,,,Not assessed,Other,"820 S SKAGIT ST, BURLINGTON, Washington, 98233-2499",48.469231,-122.31785,Skagit
Lumen High School,,,Not assessed,High School,"718 W. Riverside Avenue, Spokane, Washington, 99218",47.65809456,-117.4229186,Spokane
Lummi Nation School,,,Not assessed,K-12,"2334 Lummi View Drive, Bellingham, Washington, 98226",48.72867904,-122.6543724,Whatcom
Lutacaga Elementary,,,Not assessed,Elementary School,"795 S 7th Ave, Othello, Washington, 99344-1463",46.817917,-119.164046,Adams
Lydia Hawk Elementary,,,Not assessed,Elementary School,"7600 5th Ave SE, Lacey, Washington, 98503-1598",47.047492,-122.777515,Thurston
Lyle High School,,,Not assessed,High School,"625 Keasey Avenue, Lyle, Washington, 98635-0000",45.694231,-121.280369,Klickitat
Lyle Middle School,,,Not assessed,Middle School,"625 Keasey Avenue, Lyle, Washington, 98635-0000",45.694231,-121.280369,Klickitat
Lyman Elementary School,,,Not assessed,Elementary School,"8183 Lyman Avenue, Lyman, Washington, 98263-0000",48.528147,-122.069692,Skagit
Lynden Academy,,,Not assessed,K-12,"1986 Main St Suite A, Lynden, Washington, 98264",48.93841885,-122.4627287,Whatcom
Lynden High School,,,Not assessed,High School,"1201 BRADLEY RD, LYNDEN, Washington, 98264-0000",48.95203,-122.428475,Whatcom
Lynden Middle School,,,Not assessed,Middle School,"8750 LINE RD, LYNDEN, Washington, 98264-0000",48.959654,-122.41567,Whatcom
Lynden Student Services,,,Not assessed,PK Only,"516 Main Street, LYNDEN, Washington, 98264-0000",48.94675094,-122.4559017,Whatcom
Lynndale Elementary,,,Not assessed,Elementary School,"9521 240TH ST SW, EDMONDS, Washington, 98020",47.825618,-122.3315,Snohomish
Lynnwood Elementary,,,Not assessed,Elementary School,"18638 44th Ave W, LYNNWOOD, Washington, 98037",47.829751,-122.29447,Snohomish
Lynnwood High School,,,Not assessed,High School,"18218 NORTH RD, BOTHELL, Washington, 98012",47.833926,-122.239834,Snohomish
Lyon Elementary School,,,Not assessed,Elementary School,"101 E 46th St, Tacoma, Washington, 98404-0000",47.215818,-122.430882,Pierce
Mabton Step Up To College,,,Not assessed,High School,"500 W Main St, Grandview, Washington, 98930",46.25636878,-119.9079422,Yakima
Machias Elementary,,,Not assessed,Elementary School,"231 147th Avenue SE, Snohomish, Washington, 98290-0000",47.99432509,-122.0309127,Snohomish
Madison Elementary,,,Not assessed,Elementary School,"400 53rd St, Mount Vernon, Washington, 98273-2971",48.429069,-122.32867,Skagit
Madison Elementary School,,,Not assessed,Elementary School,"1225 LEGION WAY SE, OLYMPIA, Washington, 98501-1654",47.043903,-122.886141,Thurston
Madison Headstart,,,Not assessed,PK Only,"3102 S 43rd Street, Tacoma, Washington, 98409-6509",47.219388,-122.47603,Pierce
Madison Middle School,,,Not assessed,Middle School,"3429 45th AVE SW, SEATTLE, Washington, 98116-3330",47.573034,-122.390154,King
Madrona Elementary,,,Not assessed,Elementary School,"20301 32nd Ave South, SeaTac, Washington, 98198-5825",47.42014,-122.292911,King
Madrona Heights PreSchool Program,,,Not assessed,PK Only,"2150 Fircrest Dr SE, Port Orchard, Washington, 98366",47.52948,-122.600421,Kitsap
Madrona K-5 School,,,Not assessed,Elementary School,"1121 33 AV, SEATTLE, Washington, 98122-5129",47.612339,-122.290839,King
Madrona K-8 School,,,Not assessed,Other,"9300 236th ST SW, Edmonds, Washington, 98026",47.78453716,-122.357714,Snohomish
Magnolia Elementary,,,Not assessed,Elementary School,"2418 24th Ave W, Seattle, Washington, 98199",47.64062049,-122.3927119,King
Maltby Elementary,,,Not assessed,Elementary School,"9700 212th St. SE, Snohomish, Washington, 98296-4926",47.804071,-122.101686,Snohomish
Manchester Elementary School,,,Not assessed,Elementary School,"1901 CALIFORNIA AVE E, PORT ORCHARD, Washington, 98366-0000",47.551234,-122.555402,Kitsap
Mann Elementary,,,Not assessed,Elementary School,"17001 NE 104th, Redmond, Washington, 98052-3101",47.691785,-122.112895,King
Manson Elementary,,,Not assessed,Elementary School,"950 Totem Pole Road, MANSON, Washington, 98831-0000",47.889907,-120.153684,Chelan
Manson High School,,,Not assessed,High School,"1000 TOTEM POLE RD, MANSON, Washington, 98831-0000",47.8916,-120.1534,Chelan
Manson Middle School,,,Not assessed,Middle School,"1000 Totem Pole Rd, Manson , Washington, 98831",47.8916,-120.1534,Chelan
Maple Elementary School,,,Not assessed,Elementary School,"4925 CORSON AV S, SEATTLE, Washington, 98108-1834",47.558123,-122.318811,King
Maple Hills Elementary,,,Not assessed,Elementary School,"15644 204TH AVE SE, RENTON, Washington, 98059-5018",47.462154,-122.066257,King
Maple Lawn Elementary,,,Not assessed,Elementary School,"230 Wood Ave, Sumner, Washington, 98390",47.195105,-122.232229,Pierce
Maple View Middle School,,,Not assessed,Middle School,"18200 SE 240th ST, Covington, Washington, 98042",47.38857537,-122.1003052,King
Maplewood Heights Elementary School,,,Not assessed,Elementary School,"130 Jericho Ave SE, Renton, Washington, 98059",47.482429,-122.147066,King
Maplewood Parent Coop,,,Not assessed,Other,"8500 200TH ST SW, EDMONDS, Washington, 98026-2504",47.817103,-122.348814,Snohomish
Marcus Whitman Elementary,,,Not assessed,Elementary School,"1704 Gray St., Richland, Washington, 99352-0000",46.27331,-119.295379,Benton
Marcus Whitman Middle School,,,Not assessed,Middle School,"1887 MADRONA DR SE, PORT ORCHARD, Washington, 98366-0000",47.528366,-122.602807,Kitsap
Marcus Whitman-Cowiche Elementary,,,Not assessed,Elementary School,"1181 Thompson Rd, Cowiche, Washington, 98923-9758",46.658504,-120.69545,Yakima
Marie Curie STEM Elementary,,,Not assessed,Elementary School,"715 N California, Pasco, Washington, 99301",46.240737,-119.08,Franklin
Mariner High School,,,Not assessed,High School,"200 120th Street SW, Everett, Washington, 98204",47.888518,-122.235719,Snohomish
Maritime High School,,,Not assessed,High School,"615 S 200th St, Des Moines, Washington, 98198",47.4218818,-122.3259953,King
Mark Morris High School,,,Not assessed,High School,"1602 Mark Morris Court, Longview, Washington, 98632-3926",46.144883,-122.936466,Cowlitz
Mark Twain Elementary,,,Not assessed,Elementary School,"1801 N ROAD 40, PASCO, Washington, 99301-2699",46.24411,-119.142436,Franklin
Mark Twain Elementary School,,,Not assessed,Elementary School,"2450 S STAR LAKE RD, FEDERAL WAY, Washington, 98003-6977",47.356464,-122.299003,King
Marrion Elementary School,,,Not assessed,Elementary School,"10119 Northeast 14th St, Vancouver, Washington, 98664",45.65389181,-122.5486362,Clark
Marshall Elementary,,,Not assessed,Elementary School,"4407 116th St NE, Marysville, Washington, 98271-8568",48.101359,-122.172571,Snohomish
Martha Lake Elementary,,,Not assessed,Elementary School,"17500 LARCH WAY, LYNNWOOD, Washington, 98037-8206",47.839509,-122.248074,Snohomish
Martin Hall Detention Ctr,,,Not assessed,High School,"201 S. Pine St., Medical Lake, Washington, 99022-0128",47.57195,-117.69664,Spokane
Martin Luther King Elementary,,,Not assessed,Elementary School,"8100 NE 28 ST, VANCOUVER, Washington, 98662",45.630226,-122.620279,Clark
Martin Luther King Jr Elementary,,,Not assessed,Elementary School,"2000 S 18th St, Yakima, Washington, 98903-3941",46.572842,-120.478811,Yakima
Martin Luther King Jr. Elementary School,,,Not assessed,Elementary School,"6725 45 AVE S, SEATTLE, Washington, 98118",47.541819,-122.277189,King
Martin Sortun Elementary School,,,Not assessed,Elementary School,"12711 SE 248th St, Kent, Washington, 98030-5002",47.378454,-122.171623,King
Marvista Elementary,,,Not assessed,Elementary School,"19800 Marine View Dr SW, Normandy Park, Washington, 98166-4199",47.425206,-122.341258,King
Mary E. Theler Early Learning Center,,,Not assessed,PK Only,"22871 NE SR 3, Belfair, Washington, 98528",47.43863,-122.83604,Mason
Mary Purcell Elementary School,,,Not assessed,Elementary School,"700 Bennett Street, Sedro-Woolley, Washington, 98284-0000",48.500157,-122.22909,Skagit
Mary Walker Alternative Learning Experience,,,Not assessed,K-12,"500 N 4th, Springdale, Washington, 99173",48.060117,-117.745876,Stevens
Mary Walker High School,,,Not assessed,High School,"500 N 4TH ST, SPRINGDALE, Washington, 99173-0159",48.05915434,-117.7463751,Stevens
Marysville Coop Program,,,Not assessed,Elementary School,"4407 116th St NE, Marysville, Washington, 98271",48.101359,-122.172571,Snohomish
Marysville Getchell High School,,,Not assessed,High School,"8301 84th St. NE, Marysville, Washington, 98270",48.07432665,-122.1197828,Snohomish
Marysville NWESD 189 Youth Engagement,,,Not assessed,High School,"1605  7th Street , Marysville, Washington, 98270",48.05506,-122.1746,Snohomish
Marysville SD Special,,,Not assessed,PK-12,"4220 80th St NE, Marysville, Washington, 98270-3498",48.06840854,-122.1739414,Snohomish
Mason County Detention Center,,,Not assessed,Other,"411 N. 5th St., Shelton, Washington, 98584-3466",47.2154213,-123.1047523,Mason
Mason Middle School,,,Not assessed,Middle School,"3901 N 28th St, Tacoma, Washington, 98407-0000",47.273442,-122.489908,Pierce
Mattawa Elementary,,,Not assessed,Elementary School,"400 N Boundary, Mattawa, Washington, 99349-0000",46.741009,-119.896582,Grant
Mattawa Elementary Pre-School,,,Not assessed,PK Only,"400 N. Boundary, Mattawa, Washington, 99349-0907",46.74100317,-119.8965677,Grant
Mattson Middle School,,,Not assessed,Middle School,"16400 SE 251st ST, Covington, Washington, 98042-5217",47.377797,-122.121252,King
Maya Angelou Elementary,,,Not assessed,Elementary School,"6001 ROAD 84, Pasco, Washington, 99301-6763",46.28163509,-119.1995222,Franklin
Maywood Hills Elementary,,,Not assessed,Elementary School,"19510 104 AV NE, Bothell, Washington, 98011-2401",47.769785,-122.197879,King
Maywood Middle School,,,Not assessed,Middle School,"14490 168TH AVE SE, RENTON, Washington, 98059-7951",47.470952,-122.115165,King
Mcauliffe Elementary,,,Not assessed,Elementary School,"23823 NE 22nd, Sammamish, Washington, 98074-3517",47.628719,-122.020906,King
McCarver Elementary School,,,Not assessed,Elementary School,"2111 S J St, Tacoma, Washington, 98405-0000",47.241649,-122.447086,Pierce
Mccleary Elem,,,Not assessed,Other,"611 S. Main St., McCleary, Washington, 98557-9524",47.04926,-123.265583,Grays Harbor
Mcclure Elementary School,,,Not assessed,Elementary School,"811 W 2nd ST, Grandview, Washington, 98930-0000",46.255547,-119.912747,Yakima
Mcclure Elementary School Yakima,,,Not assessed,Elementary School,"1222 S 22nd Ave, Yakima, Washington, 98902-5117",46.58245,-120.538898,Yakima
McClure Middle School,,,Not assessed,Middle School,"1915 1 AV W, SEATTLE, Washington, 98119-2601",47.636619,-122.358959,King
McDonald Elementary School,,,Not assessed,Elementary School,"1512 S McDonald Rd, Spokane Valley, Washington, 99216-0530",47.642987,-117.229831,Spokane
McDonald International School,,,Not assessed,Elementary School,"144 NE 54th St, Seattle, Washington, 98105",47.66828506,-122.3265334,King
McFarland Middle School,,,Not assessed,Middle School,"790 S 10th Ave, Othello, Washington, 99344-1463",46.817957,-119.159169,Adams
McGilvra Elementary School,,,Not assessed,Elementary School,"1617 38 AV E, SEATTLE, Washington, 98112-2845",47.634098,-122.284864,King
McKenna Elementary,,,Not assessed,Elementary School,"35120 SR 507 SE, McKenna, Washington, 98558-0000",46.938592,-122.554967,Pierce
McKenny Elementary,,,Not assessed,Elementary School,"3250 MORSE MERRYMAN RD SE, OLYMPIA, Washington, 98501-5934",47.018747,-122.856072,Thurston
Mckinley Elementary School,,,Not assessed,Elementary School,"621 S 13th Ave, Yakima, Washington, 98902-4320",46.591365,-120.525667,Yakima
McKnight Middle School,,,Not assessed,Middle School,"1200 Edmonds Ave NE, Renton, Washington, 98056-2763",47.505688,-122.183693,King
McLane Elementary School,,,Not assessed,Elementary School,"200 DELPHI RD SW, OLYMPIA, Washington, 98502-9497",47.043472,-122.978908,Thurston
Mcloughlin Middle School,,,Not assessed,Middle School,"2803 N ROAD 88, PASCO, Washington, 99301-1691",46.253901,-119.205039,Franklin
Mcloughlin Middle School,,,Not assessed,Middle School,"5802 MACARTHUR BLVD, VANCOUVER, Washington, 98661-7491",45.624088,-122.61124,Clark
McMicken Heights Elementary,,,Not assessed,Elementary School,"3708 S 168th St, SeaTac, Washington, 98188-3149",47.453234,-122.285121,King
McMurray Middle School,,,Not assessed,Middle School,"9329 SW CEMETERY RD, VASHON, Washington, 98070-0000",47.428264,-122.454551,King
Mead Education Partnership Prog,,,Not assessed,K-12,"8621 N FIVE MILE ROAD, SPOKANE, Washington, 99208",47.736709,-117.454281,Spokane
Mead Elementary,,,Not assessed,Elementary School,"1725 216th AVE NE, Sammamish, Washington, 98074-4222",47.625612,-122.05313,King
Mead Open Doors,,,Not assessed,High School,"2323 E Farwell Rd, Mead, Washington, 99021",47.77329757,-117.3757148,Spokane
Mead Senior High School,,,Not assessed,High School,"302 W HASTINGS RD, SPOKANE, Washington, 99218-2598",47.770079,-117.41467,Spokane
Meadow Crest Early Childhood Education Center,,,Not assessed,PK Only,"1800 Index Ave NE, Renton, Washington, 98056-2314",47.507978,-122.181609,King
Meadow Ridge Elementary,,,Not assessed,Elementary School,"15601 N FREYA ST, MEAD, Washington, 99021-9342",47.799572,-117.358996,Spokane
Meadow Ridge Elementary School,,,Not assessed,Elementary School,"27710 108th Ave SE, Kent, Washington, 98030-8767",47.353171,-122.195736,King
Meadowdale Elementary,,,Not assessed,Elementary School,"6505 168TH ST SW, LYNNWOOD, Washington, 98037-2797",47.847294,-122.321263,Snohomish
Meadowdale High School,,,Not assessed,High School,"6002 168TH ST SW, LYNNWOOD, Washington, 98037-2799",47.845582,-122.314639,Snohomish
Meadowdale Middle School,,,Not assessed,Middle School,"6500 168TH ST SW, LYNNWOOD, Washington, 98037-2798",47.845736,-122.320706,Snohomish
Meadows Elementary,,,Not assessed,Elementary School,"836 Deerbrush Dr SE, Lacey, Washington, 98513-2174",47.047313,-122.739965,Thurston
Meany Middle School,,,Not assessed,Middle School,"301 21st Ave E, Seattle, Washington, 98112-5318",47.62237243,-122.3053419,King
Medical Lake Endeavors,,,Not assessed,Other,"317 N Broad St., Medical Lake, Washington, 99022-0128",47.57524553,-117.681787,Spokane
Medical Lake High School,,,Not assessed,High School,"200 E. Barker St., Medical Lake, Washington, 99022-0000",47.576244,-117.681168,Spokane
Medical Lake Middle School,,,Not assessed,Middle School,"1010 E. Lake St., Medical Lake, Washington, 99022-0000",47.572104,-117.669545,Spokane
Medina Elementary School,,,Not assessed,Elementary School,"8001 NE 8TH ST., MEDINA, Washington, 98039-4710",47.616762,-122.233869,King
Meeker Middle School,,,Not assessed,Middle School,"12600 SE 192nd St, Renton, Washington, 98058-7610",47.431126,-122.172373,King
Meeker Middle School,,,Not assessed,Middle School,"4402 Nassau Ave Ne, Tacoma, Washington, 98422-0000",47.296085,-122.402607,Pierce
Melvin G Syre Elementary,,,Not assessed,Elementary School,"19545 12th Avenue N.W., Shoreline, Washington, 98177-2699",47.771846,-122.372759,King
Mercer International Middle School,,,Not assessed,Middle School,"1600 S COLUMBIAN WY, SEATTLE, Washington, 98108-1565",47.563903,-122.311187,King
Mercer Island High School,,,Not assessed,High School,"9100 SE 42nd, Mercer Island, Washington, 98040-4199",47.571922,-122.218165,King
Meredith Hill Elementary School,,,Not assessed,Elementary School,"5830 S 300TH ST, AUBURN, Washington, 98001-2311",47.333882,-122.261328,King
Meridian Elementary School,,,Not assessed,Elementary School,"25621 140th Ave SE, Kent, Washington, 98042-3601",47.371789,-122.155341,King
Meridian High School,,,Not assessed,High School,"194 W LAUREL ROAD, BELLINGHAM, Washington, 98226-0000",48.855997,-122.491221,Whatcom
Meridian Impact Re-Engagement,,,Not assessed,High School,"3028 Lindbergh Ave, Bellingham, Washington, 98225",48.76548719,-122.5130116,Whatcom
Meridian Middle School,,,Not assessed,Middle School,"23480 120th Ave SE, Kent, Washington, 98031-3612",47.391758,-122.180272,King
Meridian Middle School,,,Not assessed,Middle School,"861 TEN MILE ROAD, LYNDEN, Washington, 98264-0000",48.869197,-122.445111,Whatcom
Meridian Parent Partnership Program,,,Not assessed,Other,"240 W Laurel Rd, Bellingham, Washington, 98226",48.85518172,-122.4909601,Whatcom
Meridian Park Elementary School,,,Not assessed,Elementary School,"17077 Meridian Avenue N., Shoreline, Washington, 98133-5598",47.75497424,-122.3364416,King
Meridian Special Programs,,,Not assessed,PK Only,"214 W LAUREL ROAD, BELLINGHAM, Washington, 98226-0000",48.85540917,-122.4922839,Whatcom
Meriwether Elementary School,,,Not assessed,Elementary School,"10285 Compass Ave, JBLM Lewis North, Washington, 98433",47.13653587,-122.5906426,Pierce
Mesa Elem,,,Not assessed,Elementary School,"200 Pepiot Road, Mesa, Washington, 99343-0228",46.575326,-119.001656,Franklin
Mica Peak High School,,,Not assessed,High School,"15111 E Sprague Ave Suite B, Spokane Valley, Washington, 99037-8579",47.65852086,-117.2011812,Spokane
Michael Anderson Elementary,,,Not assessed,Elementary School,"400 W. Fairchild Highway, Fairchild AFB, Washington, 99011-8676",47.632042,-117.660394,Spokane
Michael T Simmons Elementary,,,Not assessed,Elementary School,"1205 2nd Avenue SW, Tumwater, Washington, 98512-0000",47.005546,-122.912551,Thurston
Mid-Columbia Parent Partnership,,,Not assessed,K-12,"5980 W 12th Ave, KENNEWICK, Washington, 99338",46.206671,-119.125164,Benton
Middle College High School,,,Not assessed,High School,"401 NE Northgate Way #203, SEATTLE, Washington, 98125",47.7065312,-122.3258895,King
Midland Elementary,,,Not assessed,Elementary School,"2300 105th St E, Tacoma, Washington, 98445-5324",47.160435,-122.39876,Pierce
Midway Elementary,,,Not assessed,Elementary School,"22447 24th Ave S, Des Moines, Washington, 98198-7199",47.399956,-122.303486,King
Midway Elementary,,,Not assessed,Elementary School,"821 E MIDWAY RD, COLBERT, Washington, 99005-9612",47.80999,-117.396065,Spokane
Midway Elementary,,,Not assessed,Elementary School,"502 SOUTH C ST, MOSES LAKE, Washington, 98837-0000",47.119656,-119.290351,Grant
Mike Morris Elementary,,,Not assessed,Elementary School,"500 E. 1st, SOUTH BEND, Washington, 98586-0437",46.661883,-123.79079,Pacific
Mill A Elementary School,,,Not assessed,Other,"1142 JESSUP ROAD, COOK, Washington, 98605-0000",45.757429,-121.649722,Skamania
Mill Creek Elementary,,,Not assessed,Elementary School,"3400 148th St. SE, Mill Creek, Washington, 98012-5856",47.862652,-122.188256,Snohomish
Mill Creek Middle School,,,Not assessed,Middle School,"620 Central Ave N, Kent, Washington, 98032-4511",47.385509,-122.230323,King
Mill Plain Elementary School,,,Not assessed,Elementary School,"400 SE 164th Avenue, Vancouver, Washington, 98684-9611",45.618432,-122.505,Clark
Mill Pond Elementary School,,,Not assessed,Elementary School,"909 Mill Rd. SE, Yelm, Washington, 98597-0000",46.93376,-122.613197,Thurston
Millennium Elementary School,,,Not assessed,Elementary School,"11919 SE 270th ST, Kent, Washington, 98030-8638",47.358515,-122.180422,King
Miller Junior High,,,Not assessed,Middle School,"100 E Lindstrom, Aberdeen, Washington, 98520-8699",46.96363,-123.792279,Grays Harbor
Millwood Kindergarten Center,,,Not assessed,Elementary School,"8818 E GRACE, SPOKANE, Washington, 99212-0000",47.683021,-117.286428,Spokane
Minnehaha Elementary School,,,Not assessed,Elementary School,"2800 NE 54TH ST, VANCOUVER, WASHINGTON, 98663-1945",45.662244,-122.642669,Clark
